T,Vgs,Vds,Id,Cgs,Cgd,Cds
375.0,5.0,700.0,1.5943421827390925,1.15e-13,0.0,3.16069770620507e-14
375.0,5.0,800.0,1.806921140437638,1.15e-13,0.0,2.956746597759446e-14
375.0,7.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
375.0,7.5,100.0,0.8187637935976717,1.15e-13,0.0,8.337470009355456e-14
375.0,7.5,200.0,1.364606322662786,1.15e-13,0.0,5.90575374144646e-14
375.0,7.5,300.0,1.9104488517279006,1.15e-13,0.0,4.824833223044731e-14
375.0,7.5,400.0,2.456291380793015,1.15e-13,0.0,4.1796445423175375e-14
375.0,7.5,500.0,3.0021339098581294,1.15e-13,0.0,3.739040973516833e-14
375.0,7.5,600.0,3.5479764389232438,1.15e-13,0.0,3.413659534382498e-14
375.0,7.5,700.0,4.0938189679883585,1.15e-13,0.0,3.16069770620507e-14
375.0,7.5,800.0,4.639661497053472,1.15e-13,0.0,2.956746597759446e-14
375.0,10.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
375.0,10.0,100.0,1.5500921863187536,1.15e-13,0.0,8.337470009355456e-14
375.0,10.0,200.0,2.5834869771979223,1.15e-13,0.0,5.90575374144646e-14
375.0,10.0,300.0,3.6168817680770915,1.15e-13,0.0,4.824833223044731e-14
375.0,10.0,400.0,4.650276558956261,1.15e-13,0.0,4.1796445423175375e-14
375.0,10.0,500.0,5.683671349835429,1.15e-13,0.0,3.739040973516833e-14
375.0,10.0,600.0,6.717066140714598,1.15e-13,0.0,3.413659534382498e-14
375.0,10.0,700.0,7.750460931593767,1.15e-13,0.0,3.16069770620507e-14
375.0,10.0,800.0,8.783855722472936,1.15e-13,0.0,2.956746597759446e-14
375.0,12.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
375.0,12.5,100.0,2.5128536147110627,1.15e-13,0.0,8.337470009355456e-14
375.0,12.5,200.0,4.188089357851771,1.15e-13,0.0,5.90575374144646e-14
375.0,12.5,300.0,5.86332510099248,1.15e-13,0.0,4.824833223044731e-14
375.0,12.5,400.0,7.538560844133189,1.15e-13,0.0,4.1796445423175375e-14
375.0,12.5,500.0,9.213796587273897,1.15e-13,0.0,3.739040973516833e-14
375.0,12.5,600.0,10.889032330414606,1.15e-13,0.0,3.413659534382498e-14
375.0,12.5,700.0,12.564268073555315,1.15e-13,0.0,3.16069770620507e-14
375.0,12.5,800.0,14.239503816696022,1.15e-13,0.0,2.956746597759446e-14
375.0,15.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
375.0,15.0,100.0,3.707048078774601,1.15e-13,0.0,8.337470009355456e-14
375.0,15.0,200.0,6.1784134646243345,1.15e-13,0.0,5.90575374144646e-14
375.0,15.0,300.0,8.64977885047407,1.15e-13,0.0,4.824833223044731e-14
375.0,15.0,400.0,11.121144236323802,1.15e-13,0.0,4.1796445423175375e-14
375.0,15.0,500.0,13.592509622173537,1.15e-13,0.0,3.739040973516833e-14
375.0,15.0,600.0,16.06387500802327,1.15e-13,0.0,3.413659534382498e-14
375.0,15.0,700.0,18.535240393873003,1.15e-13,0.0,3.16069770620507e-14
375.0,15.0,800.0,21.00660577972274,1.15e-13,0.0,2.956746597759446e-14
375.0,17.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
375.0,17.5,100.0,5.132675578509367,1.15e-13,0.0,8.337470009355456e-14
375.0,17.5,200.0,8.554459297515612,1.15e-13,0.0,5.90575374144646e-14
375.0,17.5,300.0,11.976243016521856,1.15e-13,0.0,4.824833223044731e-14
375.0,17.5,400.0,15.398026735528102,1.15e-13,0.0,4.1796445423175375e-14
375.0,17.5,500.0,18.819810454534345,1.15e-13,0.0,3.739040973516833e-14
375.0,17.5,600.0,22.24159417354059,1.15e-13,0.0,3.413659534382498e-14
375.0,17.5,700.0,25.663377892546837,1.15e-13,0.0,3.16069770620507e-14
375.0,17.5,800.0,29.08516161155308,1.15e-13,0.0,2.956746597759446e-14
375.0,20.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
375.0,20.0,100.0,6.789736113915362,1.15e-13,0.0,8.337470009355456e-14
375.0,20.0,200.0,11.316226856525605,1.15e-13,0.0,5.90575374144646e-14
375.0,20.0,300.0,15.842717599135845,1.15e-13,0.0,4.824833223044731e-14
375.0,20.0,400.0,20.369208341746088,1.15e-13,0.0,4.1796445423175375e-14
375.0,20.0,500.0,24.89569908435633,1.15e-13,0.0,3.739040973516833e-14
375.0,20.0,600.0,29.42218982696657,1.15e-13,0.0,3.413659534382498e-14
375.0,20.0,700.0,33.948680569576815,1.15e-13,0.0,3.16069770620507e-14
375.0,20.0,800.0,38.47517131218705,1.15e-13,0.0,2.956746597759446e-14
400.0,0.0,0.0,0.0,0.0,0.0,1e-12
400.0,0.0,100.0,0.0,0.0,0.0,8.337470009355456e-14
400.0,0.0,200.0,0.0,0.0,0.0,5.90575374144646e-14
400.0,0.0,300.0,0.0,0.0,0.0,4.824833223044731e-14
400.0,0.0,400.0,0.0,0.0,0.0,4.1796445423175375e-14
400.0,0.0,500.0,0.0,0.0,0.0,3.739040973516833e-14
400.0,0.0,600.0,0.0,0.0,0.0,3.413659534382498e-14
400.0,0.0,700.0,0.0,0.0,0.0,3.16069770620507e-14
400.0,0.0,800.0,0.0,0.0,0.0,2.956746597759446e-14
400.0,2.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
400.0,2.5,100.0,0.04857022287243419,1.15e-13,0.0,8.337470009355456e-14
400.0,2.5,200.0,0.080950371454057,1.15e-13,0.0,5.90575374144646e-14
400.0,2.5,300.0,0.11333052003567978,1.15e-13,0.0,4.824833223044731e-14
400.0,2.5,400.0,0.14571066861730259,1.15e-13,0.0,4.1796445423175375e-14
400.0,2.5,500.0,0.1780908171989254,1.15e-13,0.0,3.739040973516833e-14
400.0,2.5,600.0,0.21047096578054816,1.15e-13,0.0,3.413659534382498e-14
